Num,ID,Location,SearchType,PropertyType,TITLE,AGENT_ID,AGENT_BRANCH,AGENT_NAME,AGENT_SELLER_TYPE,BATHROOMS,BEDROOMS,BER,CATEGORY,MONTHLY_PRICE,PRICE,LATITUDE,LONGITUDE,PUBLISH_DATE
6629,5278604,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"68 St. Ignatius Road, Phibsborough, D07 W304, Dublin 7",841,Mason Estates Phibsboro,Siobhan Foley,BRANDED_AGENT,1 Bath,2 Bed,G,Buy,295000,"€295,000",53.361796,-6.263428,2023-09-12 10:12:04
6630,5278504,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"77 Haddington Road, Ballsbridge, Dublin 4",9990,Sherry FitzGerald Ballsbridge,Christopher Bradley,BRANDED_AGENT,4 Bath,4 Bed,D2,Buy,1295000,"€1,295,000",53.335143,-6.24073,2023-09-12 12:04:02
6631,5276562,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"2 Serpentine Park, Sandymount, Dublin 4",10185,Sherry FitzGerald Sandymount,Tiernan Doherty,BRANDED_AGENT,2 Bath,3 Bed,C1,Buy,1275000,"€1,275,000",53.332668,-6.225217,2023-09-12 12:06:03
6632,5188939,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"1 St Alphonsus Avenue, Drumcondra, Dublin 9",2655,Sherry FitzGerald Drumcondra,Jason Kavanagh,BRANDED_AGENT,N.A.,3 Bed,D2,Buy,525000,"€525,000",53.363883,-6.258717,2023-09-12 12:04:28
6633,5188886,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"13 Hawthorn Terrace, East Wall, East Wall, Dublin 3",8505,Gallagher Quigley,Peter Quigley,BRANDED_AGENT,2 Bath,3 Bed,F,Buy,350000,"€350,000",53.353989,-6.238113,2023-05-19 13:41:24
6634,5188573,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"67 Manor St, Stoneybatter, Dublin 7",871,RE/MAX Properties,Karl McCaughey MIPAV,BRANDED_AGENT,1 Bath,2 Bed,C1,Buy,625000,"€625,000",53.352604,-6.284589,2023-09-12 07:10:31
6635,5187924,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"44A Mountjoy Street, Dublin 7",841,Mason Estates Phibsboro,Siobhan Foley,BRANDED_AGENT,2 Bath,2 Bed,F,Buy,450000,"€450,000",53.354235,-6.269543,2023-09-12 10:12:07
6636,4036761,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"15 Fairview Avenue Lower, Fairview, Dublin 3",607,PropertyTeam Lappin Estates,Paul Lappin,BRANDED_AGENT,4 Bath,8 Bed,E1,Buy,850000,"€850,000",53.364069,-6.236267,2023-09-08 09:12:25
6637,5057847,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Donnybrook Hall, 6 Belmont Avenue, Donnybrook, Dublin 4",2631,Sherry FitzGerald Ranelagh,Simon Ensor,BRANDED_AGENT,10 Bath,10 Bed,N.A.,Buy,1550000,"€1,550,000",53.321545,-6.239,2023-09-12 12:03:24
6638,4744699,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"78 West Road, East Wall, East Wall, Dublin 3",8210,HWP Residential and Commercial Property,Ray Kelly (Residential Director),BRANDED_AGENT,1 Bath,2 Bed,F,Buy,285000,"€285,000",53.354247,-6.238761,2023-07-17 10:42:51
6639,4744580,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"13 Saint Vincent Street North, Phibsborough, Dublin 7",8891,HJ Byrne Estate Agents,Brian Lynch,UNBRANDED_AGENT,2 Bath,4 Bed,F,Buy,625000,"€625,000",53.359282,-6.270526,2023-09-11 13:45:23
6640,4743754,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"138 Church Road, East Wall, Dublin 3",3658,MoveHome Estate & Letting Agent,Nigel Kennedy MIPAV,BRANDED_AGENT,2 Bath,3 Bed,B1,Buy,595000,"€595,000",53.355668,-6.234563,2023-09-12 08:28:12
6641,4744252,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"6 Arbutus Place, Lombard Street West, Dublin 8",9923,Sherry FitzGerald Rathmines,Barry Ensor,BRANDED_AGENT,2 Bath,1 Bed,E1,Buy,575000,"€575,000",53.333315,-6.27364,2023-09-12 12:06:00
6642,4742847,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Stoneleigh Palmerston Park Dartry Dublin 6, Dartry, Dublin 6",1676,Lisney Sotheby's International Realty (Ranelagh),Tracey Gilbourne,BRANDED_AGENT,5 Bath,5 Bed,B3,Buy,1800000,"€1,800,000",53.313417,-6.263657,2023-09-12 04:01:56
6643,4742247,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"68 Saint Alphonsus Road, Drumcondra, Drumcondra, Dublin 9",9556,Leonard Wilson Keenan Estates & Letting Agents,Richard Todd,BRANDED_AGENT,1 Bath,3 Bed,D1,Buy,699950,"€699,950",53.365154,-6.261585,2023-06-19 08:00:24
6644,4739379,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"55 Blessington Street, Dublin 7",432,O'Connor Shannon,Ivan Tuite,UNBRANDED_AGENT,8 Bath,8 Bed,SI_666,Buy,1100000,"€1,100,000",53.356716,-6.26845,2023-09-07 08:43:10
6645,4738582,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"18 Wellington Street Lower, Dublin 7",2050,GWD Central Ltd.,Eugene Daly,BRANDED_AGENT,1 Bath,2 Bed,C2,Buy,335000,"€335,000",53.356062,-6.267458,2023-09-06 10:52:35
6646,3783151,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"15 Millmount Grove, Windy Arbour, Dundrum, Dublin 14",11062,Auctioneera.ie,Auctioneera Dublin Office,BRANDED_AGENT,1 Bath,2 Bed,F,Buy,395000,"€395,000",53.304586,-6.246075,2023-09-12 08:28:29
6647,4734731,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"18 Frankfort Avenue, Rathgar, Dublin 6",2607,DNG Terenure,Mark Stafford,BRANDED_AGENT,1 Bath,3 Bed,F,Buy,1250000,"€1,250,000",53.316544,-6.267955,2023-09-12 04:05:23
6648,4734252,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"34 Millmount Grove, Dundrum Road, Dundrum, Dublin 14",1367,Lynam Auctioneers & Estate Agents,Siobhan Lynam,BRANDED_AGENT,1 Bath,2 Bed,D2,Buy,425000,"€425,000",53.304381,-6.246371,2023-09-12 09:18:18
6649,4733769,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"174 Rathmines Road Lower, Rathmines, Dublin 6",432,O'Connor Shannon,Coleman Connor,UNBRANDED_AGENT,3 Bath,5 Bed,SI_666,Buy,850000,"€850,000",53.324686,-6.264896,2023-09-07 08:43:12
6650,4730101,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"2 Winton Avenue, Rathgar, Dublin 6",2607,DNG Terenure,Mark Stafford,BRANDED_AGENT,3 Bath,3 Bed,D2,Buy,1250000,"€1,250,000",53.31421,-6.274016,2023-09-12 04:03:20
6651,4728606,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"36 Oakley Road Ranelagh Dublin 6, Ranelagh, Dublin 6",1676,Lisney Sotheby's International Realty (Ranelagh),Tracey Gilbourne,BRANDED_AGENT,1 Bath,3 Bed,N.A.,Buy,1295000,"€1,295,000",53.322642,-6.256227,2023-09-12 04:01:56
6652,4727202,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"12 Nutley Avenue, Donnybrook, Dublin 4",9990,Sherry FitzGerald Ballsbridge,Laura Conway,BRANDED_AGENT,2 Bath,6 Bed,D2,Buy,1595000,"€1,595,000",53.317999,-6.221325,2023-09-12 12:03:23
6653,4726697,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"44 Brighton Road, Rathgar, Rathgar, Dublin 6",12120,Mullery O'Gara Estate Agents,Pat Mullery,BRANDED_AGENT,4 Bath,5 Bed,SI_666,Buy,1350000,"€1,350,000",53.312318,-6.278568,2023-08-01 11:03:23
6654,4726571,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Eversleigh, 3 Olivemount Terrace, Dundrum, Dublin 14",8797,OMD Estate Agents,Derek Mulligan,BRANDED_AGENT,2 Bath,3 Bed,E1,Buy,650000,"€650,000",53.304522,-6.245385,2023-09-12 08:09:45
6655,4725437,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Thaddeus, 19 Northbrook Road, Ranelagh, Dublin 6",2631,Sherry FitzGerald Ranelagh,Deirdre Hegarty,BRANDED_AGENT,4 Bath,6 Bed,N.A.,Buy,2950000,"€2,950,000",53.329253,-6.2551,2023-09-12 12:03:24
6656,4721944,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"4 Fitzwilliam Street Upper, Dublin 2",9990,Sherry FitzGerald Ballsbridge,Christopher Bradley,BRANDED_AGENT,7 Bath,8 Bed,N.A.,Buy,2450000,"€2,450,000",53.336528,-6.24968,2023-09-12 12:03:25
6657,4630622,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"26 Home Farm Park, Drumcondra, Drumcondra, Dublin 3",12124,Aidan Daly Auctioneers Ltd,Aidan Daly MIPAV MMCEPI,UNBRANDED_AGENT,1 Bath,3 Bed,D2,Buy,570000,"€570,000",53.373231,-6.255683,2023-05-09 18:58:38
6658,4720078,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"10 Herbert Place & 35 Herbert Lane, Dublin 2",5331,Knight Frank,Tara  Jerman,BRANDED_AGENT,5 Bath,7 Bed,SI_666,Buy,2700000,"€2,700,000",53.335482,-6.244366,2023-09-12 07:58:55
6659,4719078,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"143 St Declans Road, Marino, Dublin 3",9917,DNG Fairview,Wayne O'Brien,BRANDED_AGENT,3 Bath,4 Bed,B3,Buy,575000,"€575,000",53.370834,-6.235588,2023-09-12 04:03:43
6660,4717959,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"6 Saint Clare Terrace, Harold's Cross, Harold's Cross, Dublin 6",10950,Moovingo,Moovingo,BRANDED_AGENT,3 Bath,4 Bed,D1,Buy,595000,"€595,000",53.32658,-6.273699,2023-09-11 12:21:16
6661,4717954,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Vallombrosa, Mill Close, Orwell Road, Rathgar, Dublin 6",12120,Mullery O'Gara Estate Agents,Pat Mullery,BRANDED_AGENT,4 Bath,5 Bed,D1,Buy,1295000,"€1,295,000",53.306607,-6.266838,2023-07-12 13:02:22
6662,4717573,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"9 Richview Villas, Clonskeagh Road, Clonskeagh, Dublin 14",2615,DNG Stillorgan,Brian Dempsey,BRANDED_AGENT,3 Bath,5 Bed,D1,Buy,1195000,"€1,195,000",53.312119,-6.238636,2023-09-12 04:03:21
6663,4717158,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Gresham Mews, 21 Rutland Cottages, Dublin 1",11,KELLY BRADSHAW DALTON,Sharon Beckett,BRANDED_AGENT,1 Bath,1 Bed,F,Buy,225000,"€225,000",53.355124,-6.251442,2023-09-12 09:23:23
6664,4714534,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Donnybrook Hall, 6 Belmont Avenue, Donnybrook, Dublin 4",9990,Sherry FitzGerald Ballsbridge,Simon Ensor,BRANDED_AGENT,10 Bath,10 Bed,N.A.,Buy,1550000,"€1,550,000",53.321545,-6.239,2023-05-18 09:01:51
6665,4711512,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"56 Saint Mobhi Road, Glasnevin, Glasnevin, Dublin 9",3658,MoveHome Estate & Letting Agent,Ronan Crinion MIPAV,BRANDED_AGENT,3 Bath,5 Bed,D1,Buy,900000,"€900,000",53.376621,-6.264483,2023-09-12 08:28:12
6666,4709537,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"36 Blessington Street, Dublin 7",2050,GWD Central Ltd.,Eugene Daly,BRANDED_AGENT,4 Bath,7 Bed,SI_666,Buy,860000,"€860,000",53.357221,-6.2692,2023-09-06 10:52:35
6667,4709053,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"32 Leeson Park Avenue Ranelagh Dublin 6, Ranelagh, Dublin 6",6182,Lisney Sotheby's International Realty (Leeson Street),Robert Lawson,BRANDED_AGENT,3 Bath,4 Bed,D2,Buy,1650000,"€1,650,000",53.326946,-6.247831,2023-09-12 04:01:55
6668,4708733,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"4 Nutley Avenue Donnybrook Dublin 4, Donnybrook, Dublin 4",6182,Lisney Sotheby's International Realty (Leeson Street),Louise Kenny,BRANDED_AGENT,2 Bath,5 Bed,C3,Buy,1950000,"€1,950,000",53.318215,-6.22265,2023-09-12 04:01:55
6669,4707440,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Inglewood 10 Temple Road Dartry Dublin 6, Dartry, Dublin 6",1676,Lisney Sotheby's International Realty (Ranelagh),Tracey Gilbourne,BRANDED_AGENT,2 Bath,4 Bed,E1,Buy,1695000,"€1,695,000",53.310873,-6.260772,2023-09-12 04:01:56
6670,4706904,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"28 Kirwan Street Cottages, Dublin 7",11257,David Ross Estate Agents,Ross Forde,BRANDED_AGENT,1 Bath,1 Bed,F,Buy,224950,"€224,950",53.353102,-6.282725,2023-06-27 11:06:56
6671,4705938,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"25 Nutgrove Park, Clonskeagh, Dublin 14",2631,Sherry FitzGerald Ranelagh,Deirdre Hegarty,BRANDED_AGENT,1 Bath,4 Bed,E1,Buy,835000,"€835,000",53.307661,-6.23961,2023-09-12 12:04:21
6672,4702163,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"27/27A Belvedere Road, North Circular Road, Dublin 7",607,PropertyTeam Lappin Estates,Paul Lappin,BRANDED_AGENT,4 Bath,4 Bed,D2,Buy,890000,"€890,000",53.359487,-6.259277,2023-09-08 09:12:25
6673,4700905,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"27-27A Belvedere, Dublin 1",2199,Mullery Auctioneers Ltd,Philip Mullery,BRANDED_AGENT,4 Bath,4 Bed,G,Buy,890000,"€890,000",53.359487,-6.259277,2023-09-12 11:41:25
6674,4700248,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"28 Croydon Park Avenue, Marino, Marino, Dublin 3",8505,Gallagher Quigley,Peter Quigley,BRANDED_AGENT,1 Bath,3 Bed,D2,Buy,525000,"€525,000",53.368012,-6.234849,2023-08-17 10:08:38
6675,4699508,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"16 Cabra Road, Phibsborough, Dublin 7",3132,Finnegan Menton,Finnegan Menton Residential,BRANDED_AGENT,5 Bath,5 Bed,SI_666,Buy,750000,"€750,000",53.360705,-6.278619,2023-09-12 08:13:18
6676,4699484,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"45 Gardiner Street Upper, Dublin 1",2050,GWD Central Ltd.,John Ronan MIPAV,BRANDED_AGENT,2 Bath,4 Bed,SI_666,Buy,795000,"€795,000",53.358868,-6.261304,2023-09-06 10:52:35
6677,4698509,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"156 Parnell Street, Dublin 1",9918,DNG Phibsboro,Vincent Mullen,BRANDED_AGENT,11 Bath,12 Bed,SI_666,Buy,1700000,"€1,700,000",53.353189,-6.260533,2023-09-11 08:42:58
6678,4698445,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"8 Griffith Downs, Drumcondra, Dublin 9",8505,Gallagher Quigley,Peter Quigley,BRANDED_AGENT,4 Bath,5 Bed,C2,Buy,850000,"€850,000",53.376401,-6.247561,2023-04-25 10:18:16
6679,4698229,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"39 Beresford Avenue, Drumcondra, Dublin 9",2655,Sherry FitzGerald Drumcondra,Sandra D'Arcy,BRANDED_AGENT,3 Bath,4 Bed,C3,Buy,895000,"€895,000",53.373584,-6.247325,2023-09-12 12:04:28
6680,4698003,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"5 Cambridge Park, Ringsend, Dublin 4",11561,DNG Donnybrook,Emily Ryan,BRANDED_AGENT,1 Bath,3 Bed,C2,Buy,445000,"€445,000",53.342693,-6.225946,2023-09-12 04:03:22
6681,4691765,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"6 Victoria Street, Dublin 8, Portobello, Dublin 8",1685650,N.A.,Sheridan Estates,PRIVATE_USER,7 Bath,9 Bed,C1,Buy,Price on Application,Price on Application,53.331667,-6.27039,2023-09-04 21:39:13
6682,4691881,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"66 Haddington Road, Ballsbridge, Dublin 4",262,Youngs Estate Agents,Jane Young,BRANDED_AGENT,4 Bath,4 Bed,SI_666,Buy,1850000,"€1,850,000",53.336006,-6.239334,2023-09-12 08:29:46
6683,4690220,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"44 Innisfallen Parade, Phibsborough, Dublin 7",9556,Leonard Wilson Keenan Estates & Letting Agents,Leonard Wilson Keenan,BRANDED_AGENT,1 Bath,2 Bed,E1,Buy,219950,"€219,950",53.361489,-6.264874,2023-06-19 08:00:24
6684,4685155,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"16 Cameron Street, Dublin 8",1685650,N.A.,Sheridan Estates,PRIVATE_USER,1 Bath,1 Bed,F,Buy,270000,"€270,000",53.3360966,-6.287143,2023-08-28 07:59:44
6685,4685083,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Leeson Village, Donnybrook, Dublin 4",9990,Sherry FitzGerald Ballsbridge,Laura Conway,BRANDED_AGENT,1 Bath,2 Bed,C1,Buy,725000,"€725,000",53.327217,-6.247244,2023-09-12 12:03:23
6686,4680661,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"26 Grand Canal Street Lower, South City Centre, Dublin 2",11062,Auctioneera.ie,Auctioneera Dublin Office*,BRANDED_AGENT,4 Bath,5 Bed,B3,Buy,895000,"€895,000",53.340068,-6.242253,2023-09-12 08:28:29
6687,4676378,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"48 Innisfallen Parade, North Circular Road, Dublin 7",9556,Leonard Wilson Keenan Estates & Letting Agents,Leonard Wilson Keenan,BRANDED_AGENT,4 Bath,4 Bed,F,Buy,395000,"€395,000",53.361354,-6.265391,2023-06-19 08:00:24
6688,4675493,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"27 Annesley Place, North Strand, Dublin 3",9924,iMOVE,Shane Doyle,BRANDED_AGENT,1 Bath,2 Bed,F,Buy,250000,"€250,000",53.360401,-6.240369,2023-09-12 08:10:14
6689,4672355,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"10 Fairview Avenue Lower, Fairview, Dublin 3",10947,Ray Cooke Auctioneers Finglas,Northside Sales,BRANDED_AGENT,10 Bath,16 Bed,E2,Buy,2500000,"€2,500,000",53.363809,-6.236268,2023-09-12 08:51:14
6690,4668821,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Moyliss Mews, 107 St Mary`s Lane, Ballsbridge, Dublin 4",5331,Knight Frank,Annemarie Murphy,BRANDED_AGENT,2 Bath,3 Bed,C2,Buy,990000,"€990,000",53.335296,-6.238657,2023-09-12 07:58:55
6691,4668305,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"86 Innisfallen Parade, North Circular Road, Dublin 7",2050,GWD Central Ltd.,John Ronan MIPAV,BRANDED_AGENT,1 Bath,3 Bed,D2,Buy,430000,"€430,000",53.360787,-6.261308,2023-09-06 10:52:35
6692,4668274,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Inis Ealga, 1 Dartry Road, Dartry, Dublin 6",9923,Sherry FitzGerald Rathmines,Andrea Whelan,BRANDED_AGENT,4 Bath,4 Bed,C2,Buy,2795000,"€2,795,000",53.312849,-6.263202,2023-09-12 12:05:59
6693,4667585,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"3 Berkeley Terrace, Ballsbridge, Dublin 4",9990,Sherry FitzGerald Ballsbridge,Laura Conway,BRANDED_AGENT,1 Bath,3 Bed,D1,Buy,895000,"€895,000",53.335015,-6.233286,2023-09-12 12:03:24
6694,4666928,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"16 Erne Terrace Front, Dublin 2",6498,Owen Reilly,Clodagh Murphy,UNBRANDED_AGENT,1 Bath,1 Bed,G,Buy,275000,"€275,000",53.34301,-6.245924,2023-09-12 07:49:50
6695,4664709,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"10 Avondale Avenue, Phibsborough, Dublin 7",9918,DNG Phibsboro,Michelle Keeley,BRANDED_AGENT,1 Bath,1 Bed,C1,Buy,395000,"€395,000",53.359797,-6.275201,2023-09-12 04:05:01
6696,4641351,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"63 Highfield Road, Rathgar, Dublin 6",5331,Knight Frank,Tara  Jerman,BRANDED_AGENT,6 Bath,7 Bed,SI_666,Buy,2000000,"€2,000,000",53.312968,-6.26951,2023-09-12 07:58:55
6697,4641030,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Glenville, Glenville, 39 Eglinton Road, Donnybrook, Dublin 4",11561,DNG Donnybrook,Susan O'Connell,BRANDED_AGENT,3 Bath,5 Bed,E2,Buy,2300000,"€2,300,000",53.319052,-6.233817,2023-09-12 04:03:40
6698,4638866,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"46 Glasnevin Hill, Glasnevin, Dublin 9",2655,Sherry FitzGerald Drumcondra,Jason Kavanagh,BRANDED_AGENT,1 Bath,3 Bed,D1,Buy,575000,"€575,000",53.374997,-6.269187,2023-09-12 12:04:27
6699,4086440,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"70 Blessington Street, Dublin 7",1087,The Property Shop,Sales,BRANDED_AGENT,2 Bath,6 Bed,SI_666,Buy,775000,"€775,000",53.356263,-6.266622,2023-08-30 17:02:27
6700,4605165,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"33 Lombard Street West, Portobello, Dublin 8",2236,Galvin Property & Finance,Galvin Sales,BRANDED_AGENT,2 Bath,4 Bed,E2,Buy,485000,"€485,000",53.334095,-6.273546,2023-09-11 13:07:21
6701,4617480,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"5 Ranelagh Road, Ranelagh, Dublin 6",432,O'Connor Shannon,Ivan Tuite,UNBRANDED_AGENT,10 Bath,11 Bed,SI_666,Buy,1750000,"€1,750,000",53.330023,-6.260107,2023-09-07 08:43:19
6702,4607935,Location.AMERICAN_COLLEGE_DUBLIN_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"32 Botanic Avenue, Drumcondra, Dublin 9",2655,Sherry FitzGerald Drumcondra,Jason Kavanagh,BRANDED_AGENT,2 Bath,3 Bed,F,Buy,595000,"€595,000",53.367848,-6.257909,2023-09-12 12:04:28
