Num,ID,Location,SearchType,PropertyType,TITLE,AGENT_ID,AGENT_BRANCH,AGENT_NAME,AGENT_SELLER_TYPE,BATHROOMS,BEDROOMS,BER,CATEGORY,MONTHLY_PRICE,PRICE,LATITUDE,LONGITUDE,PUBLISH_DATE
0,5391632,Location.ABBEY_GALWAY,SearchType.RESIDENTIAL_SALE,PropertyType.BUNGALOW,"Duniry, Kylebrack, Loughrea, Co. Galway",11192,Sherry Fitzgerald Madden,Niamh Madden,BRANDED_AGENT,1 Bath,4 Bed,D2,Buy,210000,"€210,000",53.134064,-8.406501,2023-09-12 12:05:18
1,4625533,Location.ABBEY_GALWAY,SearchType.RESIDENTIAL_SALE,PropertyType.SITE,"Feagh, Duniry, Loughrea, Co. Galway",1216,Keary Auctioneering and Insurances,Kenneth Keary,UNBRANDED_AGENT,N.A.,N.A.,N.A.,Buy,40000,"€40,000",53.136216682280235,-8.392196750182222,2023-09-04 10:14:16
2,5391632,Location.ABBEY_GALWAY,SearchType.COMMERCIAL_RENT,PropertyType.BUNGALOW,"Duniry, Kylebrack, Loughrea, Co. Galway",11192,Sherry Fitzgerald Madden,Niamh Madden,BRANDED_AGENT,1 Bath,4 Bed,D2,Buy,210000,"€210,000",53.134064,-8.406501,2023-09-12 12:05:18
3,4625533,Location.ABBEY_GALWAY,SearchType.COMMERCIAL_RENT,PropertyType.SITE,"Feagh, Duniry, Loughrea, Co. Galway",1216,Keary Auctioneering and Insurances,Kenneth Keary,UNBRANDED_AGENT,N.A.,N.A.,N.A.,Buy,40000,"€40,000",53.136216682280235,-8.392196750182222,2023-09-04 10:14:16
4,5385687,Location.ABBEYDORNEY_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Leith East, Tralee, Co. Kerry",6843,Gary O'Driscoll & Co Ltd,Gary O'Driscoll  B.Sc. MIPAV MCEI,UNBRANDED_AGENT,5 Bath,6 Bed,B3,Buy,495000,"€495,000",52.318023,-9.647175,2023-09-12 09:08:57
5,5385397,Location.ABBEYDORNEY_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Leith East, Tralee, Co. Kerry",3961,DNG WH Giles Property Management & Sales,Daire McCann BSc Est.Mgt MIPAV,BRANDED_AGENT,5 Bath,6 Bed,B3,Buy,495000,"€495,000",52.318023,-9.647175,2023-08-23 11:43:59
6,5352366,Location.ABBEYDORNEY_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Lacka More, Tralee, Co. Kerry",3961,DNG WH Giles Property Management & Sales,Daire McCann BSc Est.Mgt MIPAV,BRANDED_AGENT,2 Bath,5 Bed,C1,Buy,335000,"€335,000",52.323491,-9.648714,2023-08-14 08:58:16
7,5347807,Location.ABBEYDORNEY_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Aghabeg Middle, Lixnaw, Co. Kerry",2690,Dillon Prendiville Auctioneers,Denise Kelliher,UNBRANDED_AGENT,2 Bath,3 Bed,G,Buy,199000,"€199,000",52.397588,-9.686527,2023-09-04 09:25:53
8,4627427,Location.ABBEYDORNEY_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Derryvrin, Abbeydorney, Co. Kerry",2690,Dillon Prendiville Auctioneers,Tom Dillon B.SC PV&M Assoc. MIPAV,UNBRANDED_AGENT,3 Bath,4 Bed,B3,Buy,342000,"€342,000",52.377594,-9.668155,2023-09-04 09:25:53
9,3753149,Location.ABBEYDORNEY_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Tubrid More, Ardfert, Co. Kerry",4335,Ger Carmody Auctioneers,Ger Carmody,UNBRANDED_AGENT,2 Bath,3 Bed,E1,Buy,220000,"€220,000",52.321348,-9.74999,2023-04-03 09:46:44
10,5385687,Location.ABBEYDORNEY_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.DETACHED_HOUSE,"Leith East, Tralee, Co. Kerry",6843,Gary O'Driscoll & Co Ltd,Gary O'Driscoll  B.Sc. MIPAV MCEI,UNBRANDED_AGENT,5 Bath,6 Bed,B3,Buy,495000,"€495,000",52.318023,-9.647175,2023-09-12 09:08:57
11,5385397,Location.ABBEYDORNEY_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.DETACHED_HOUSE,"Leith East, Tralee, Co. Kerry",3961,DNG WH Giles Property Management & Sales,Daire McCann BSc Est.Mgt MIPAV,BRANDED_AGENT,5 Bath,6 Bed,B3,Buy,495000,"€495,000",52.318023,-9.647175,2023-08-23 11:43:59
12,5352366,Location.ABBEYDORNEY_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.DETACHED_HOUSE,"Lacka More, Tralee, Co. Kerry",3961,DNG WH Giles Property Management & Sales,Daire McCann BSc Est.Mgt MIPAV,BRANDED_AGENT,2 Bath,5 Bed,C1,Buy,335000,"€335,000",52.323491,-9.648714,2023-08-14 08:58:16
13,5347807,Location.ABBEYDORNEY_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.DETACHED_HOUSE,"Aghabeg Middle, Lixnaw, Co. Kerry",2690,Dillon Prendiville Auctioneers,Denise Kelliher,UNBRANDED_AGENT,2 Bath,3 Bed,G,Buy,199000,"€199,000",52.397588,-9.686527,2023-09-04 09:25:53
14,4627427,Location.ABBEYDORNEY_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.DETACHED_HOUSE,"Derryvrin, Abbeydorney, Co. Kerry",2690,Dillon Prendiville Auctioneers,Tom Dillon B.SC PV&M Assoc. MIPAV,UNBRANDED_AGENT,3 Bath,4 Bed,B3,Buy,342000,"€342,000",52.377594,-9.668155,2023-09-04 09:25:53
15,3753149,Location.ABBEYDORNEY_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.DETACHED_HOUSE,"Tubrid More, Ardfert, Co. Kerry",4335,Ger Carmody Auctioneers,Ger Carmody,UNBRANDED_AGENT,2 Bath,3 Bed,E1,Buy,220000,"€220,000",52.321348,-9.74999,2023-04-03 09:46:44
16,4663370,Location.ABBEYDORNEY_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.BUNGALOW,"Kilgulbin, Ardfert, Co. Kerry",4335,Ger Carmody Auctioneers,Ger Carmody,UNBRANDED_AGENT,1 Bath,3 Bed,E1,Buy,190000,"€190,000",52.344444,-9.734269,2023-04-05 16:10:32
17,4255184,Location.ABBEYDORNEY_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.SITE,"Aghabeg Middle, Lixnaw, Co. Kerry",2692,Sherry FitzGerald Stephenson Crean Property Management & Sales Advisors,Hilary Stephenson – PSRA No. 002275-005434,BRANDED_AGENT,N.A.,N.A.,N.A.,Buy,35000,"€35,000",52.396785,-9.693257,2023-09-12 12:06:38
18,3283640,Location.ABBEYDORNEY_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.SITE,"Rathkenny, Abbeydorney, Co. Kerry",2692,Sherry FitzGerald Stephenson Crean Property Management & Sales Advisors,Paul Stephenson,BRANDED_AGENT,N.A.,N.A.,N.A.,Buy,55000,"€55,000",52.323548,-9.719825,2023-09-12 12:06:38
19,5411632,Location.ABBEYDORNEY_KERRY,SearchType.RESIDENTIAL_RENT,PropertyType.HOUSE,"18 The Cloisters, Abbeydorney, Tralee, Co. Kerry",1534,Property Partners Gallivan,Its4rent,BRANDED_AGENT,2 Bath,2 Bed,SI_666,Rent,1000,"€1,000 per month",52.349271,-9.685088,2023-09-12 11:26:58.584000
20,1191441,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_SALE,PropertyType.RETAIL_UNIT,"Twomey's Tavern, Abbeydorney, Tralee, Co. Kerry",2692,Sherry FitzGerald Stephenson Crean Property Management & Sales Advisors,Paul Stephenson,BRANDED_AGENT,N.A.,N.A.,N.A.,Commercial,Price on Application,Price on Application,52.346933,-9.687716,2023-09-12 12:12:09.905000
21,3570599,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_SALE,PropertyType.INDUSTRIAL_UNIT,"Clough, Doon, Tralee, Co. Kerry",4335,Ger Carmody Auctioneers,Ger Carmody,UNBRANDED_AGENT,N.A.,N.A.,SI_666,Commercial,200000,"€200,000",52.312256,-9.724505,2023-08-31 14:27:11.827000
22,5377883,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_SALE,PropertyType.AGRICULTURAL_LAND,"Rathkenny, Abbeydorney, Co. Kerry",9299,McQuinn Property Services,Eamonn McQuinn,UNBRANDED_AGENT,N.A.,N.A.,SI_666,Commercial,Price on Application,Price on Application,52.33667991196893,-9.719076959503269,2023-09-11 14:33:22.443000
23,5403522,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_SALE,PropertyType.AGRICULTURAL_LAND,"Land at Lackamore, Abbeydorney, Co. Kerry",4335,Ger Carmody Auctioneers,Ger Carmody,UNBRANDED_AGENT,N.A.,N.A.,SI_666,Commercial,Price on Application,Price on Application,52.3317849,-9.6602897,2023-09-08 10:26:44.945000
24,5287150,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_SALE,PropertyType.AGRICULTURAL_LAND,"7.25 Acres at Ballymacaquim West, Abbeydorney, Co. Kerry",2690,Dillon Prendiville Auctioneers,Tom Dillon B.SC PV&M Assoc. MIPAV,UNBRANDED_AGENT,N.A.,N.A.,SI_666,Commercial,149000,"€149,000",52.37675362913174,-9.727561880738762,2023-09-04 09:26:15.091000
25,4627591,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_SALE,PropertyType.AGRICULTURAL_LAND,"Ballinclogher, Abbeydorney, Co. Kerry",2690,Dillon Prendiville Auctioneers,Tom Dillon B.SC PV&M Assoc. MIPAV,UNBRANDED_AGENT,N.A.,N.A.,SI_666,Commercial,279000,"€279,000",52.38518851223512,-9.688104299871014,2023-09-04 09:26:15.088000
26,3480362,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_SALE,PropertyType.AGRICULTURAL_LAND,"Knockbrack, Kilflynn, Co. Kerry",4335,Ger Carmody Auctioneers,Ger Carmody,UNBRANDED_AGENT,N.A.,N.A.,SI_666,Commercial,260000,"€260,000",52.3501409366123,-9.6242725382026,2023-08-23 14:01:31.119000
27,4744446,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_SALE,PropertyType.DEVELOPMENT_LAND,"Land At, Killahan, Abbeydorney, Co. Kerry",2692,Sherry FitzGerald Stephenson Crean Property Management & Sales Advisors,Paul Stephenson,BRANDED_AGENT,N.A.,N.A.,N.A.,Commercial,160000,"€160,000",52.381446,-9.697913,2023-09-12 12:12:11.262000
28,5411632,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"18 The Cloisters, Abbeydorney, Tralee, Co. Kerry",1534,Property Partners Gallivan,Its4rent,BRANDED_AGENT,2 Bath,2 Bed,SI_666,Rent,1000,"€1,000 per month",52.349271,-9.685088,2023-09-12 11:26:58.584000
29,3950957,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Tralee, Co. Kerry",7217,Five Star International,Five Star International,BRANDED_AGENT,1 Bath,1 Bed,N.A.,Holiday Homes,1744,€407 per week,52.36349355,-9.69964027,2023-09-11 13:05:49.868000
30,48907,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Ref. 2273 Aras Ui Dhuill, Killahan, Abbeydorney, Tralee, Co. Kerry",8370,Hogans Irish Cottages,Hogans Irish Cottages,BRANDED_AGENT,1 Bath,1 Bed,N.A.,Holiday Homes,197,€46 per week,52.373036,-9.720097,2023-09-09 23:20:43.914000
31,5385687,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Leith East, Tralee, Co. Kerry",6843,Gary O'Driscoll & Co Ltd,Gary O'Driscoll  B.Sc. MIPAV MCEI,UNBRANDED_AGENT,5 Bath,6 Bed,B3,Buy,495000,"€495,000",52.318023,-9.647175,2023-09-12 09:08:57
32,5385397,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Leith East, Tralee, Co. Kerry",3961,DNG WH Giles Property Management & Sales,Daire McCann BSc Est.Mgt MIPAV,BRANDED_AGENT,5 Bath,6 Bed,B3,Buy,495000,"€495,000",52.318023,-9.647175,2023-08-23 11:43:59
33,5352366,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Lacka More, Tralee, Co. Kerry",3961,DNG WH Giles Property Management & Sales,Daire McCann BSc Est.Mgt MIPAV,BRANDED_AGENT,2 Bath,5 Bed,C1,Buy,335000,"€335,000",52.323491,-9.648714,2023-08-14 08:58:16
34,5347807,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Aghabeg Middle, Lixnaw, Co. Kerry",2690,Dillon Prendiville Auctioneers,Denise Kelliher,UNBRANDED_AGENT,2 Bath,3 Bed,G,Buy,199000,"€199,000",52.397588,-9.686527,2023-09-04 09:25:53
35,4627427,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Derryvrin, Abbeydorney, Co. Kerry",2690,Dillon Prendiville Auctioneers,Tom Dillon B.SC PV&M Assoc. MIPAV,UNBRANDED_AGENT,3 Bath,4 Bed,B3,Buy,342000,"€342,000",52.377594,-9.668155,2023-09-04 09:25:53
36,3753149,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Tubrid More, Ardfert, Co. Kerry",4335,Ger Carmody Auctioneers,Ger Carmody,UNBRANDED_AGENT,2 Bath,3 Bed,E1,Buy,220000,"€220,000",52.321348,-9.74999,2023-04-03 09:46:44
37,5385687,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.DETACHED_HOUSE,"Leith East, Tralee, Co. Kerry",6843,Gary O'Driscoll & Co Ltd,Gary O'Driscoll  B.Sc. MIPAV MCEI,UNBRANDED_AGENT,5 Bath,6 Bed,B3,Buy,495000,"€495,000",52.318023,-9.647175,2023-09-12 09:08:57
38,5385397,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.DETACHED_HOUSE,"Leith East, Tralee, Co. Kerry",3961,DNG WH Giles Property Management & Sales,Daire McCann BSc Est.Mgt MIPAV,BRANDED_AGENT,5 Bath,6 Bed,B3,Buy,495000,"€495,000",52.318023,-9.647175,2023-08-23 11:43:59
39,5352366,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.DETACHED_HOUSE,"Lacka More, Tralee, Co. Kerry",3961,DNG WH Giles Property Management & Sales,Daire McCann BSc Est.Mgt MIPAV,BRANDED_AGENT,2 Bath,5 Bed,C1,Buy,335000,"€335,000",52.323491,-9.648714,2023-08-14 08:58:16
40,5347807,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.DETACHED_HOUSE,"Aghabeg Middle, Lixnaw, Co. Kerry",2690,Dillon Prendiville Auctioneers,Denise Kelliher,UNBRANDED_AGENT,2 Bath,3 Bed,G,Buy,199000,"€199,000",52.397588,-9.686527,2023-09-04 09:25:53
41,4627427,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.DETACHED_HOUSE,"Derryvrin, Abbeydorney, Co. Kerry",2690,Dillon Prendiville Auctioneers,Tom Dillon B.SC PV&M Assoc. MIPAV,UNBRANDED_AGENT,3 Bath,4 Bed,B3,Buy,342000,"€342,000",52.377594,-9.668155,2023-09-04 09:25:53
42,3753149,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.DETACHED_HOUSE,"Tubrid More, Ardfert, Co. Kerry",4335,Ger Carmody Auctioneers,Ger Carmody,UNBRANDED_AGENT,2 Bath,3 Bed,E1,Buy,220000,"€220,000",52.321348,-9.74999,2023-04-03 09:46:44
43,4663370,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.BUNGALOW,"Kilgulbin, Ardfert, Co. Kerry",4335,Ger Carmody Auctioneers,Ger Carmody,UNBRANDED_AGENT,1 Bath,3 Bed,E1,Buy,190000,"€190,000",52.344444,-9.734269,2023-04-05 16:10:32
44,4255184,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.SITE,"Aghabeg Middle, Lixnaw, Co. Kerry",2692,Sherry FitzGerald Stephenson Crean Property Management & Sales Advisors,Hilary Stephenson – PSRA No. 002275-005434,BRANDED_AGENT,N.A.,N.A.,N.A.,Buy,35000,"€35,000",52.396785,-9.693257,2023-09-12 12:06:38
45,3283640,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.SITE,"Rathkenny, Abbeydorney, Co. Kerry",2692,Sherry FitzGerald Stephenson Crean Property Management & Sales Advisors,Paul Stephenson,BRANDED_AGENT,N.A.,N.A.,N.A.,Buy,55000,"€55,000",52.323548,-9.719825,2023-09-12 12:06:38
46,1191441,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.RETAIL_UNIT,"Twomey's Tavern, Abbeydorney, Tralee, Co. Kerry",2692,Sherry FitzGerald Stephenson Crean Property Management & Sales Advisors,Paul Stephenson,BRANDED_AGENT,N.A.,N.A.,N.A.,Commercial,Price on Application,Price on Application,52.346933,-9.687716,2023-09-12 12:12:09.905000
47,3570599,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.INDUSTRIAL_UNIT,"Clough, Doon, Tralee, Co. Kerry",4335,Ger Carmody Auctioneers,Ger Carmody,UNBRANDED_AGENT,N.A.,N.A.,SI_666,Commercial,200000,"€200,000",52.312256,-9.724505,2023-08-31 14:27:11.827000
48,5377883,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.AGRICULTURAL_LAND,"Rathkenny, Abbeydorney, Co. Kerry",9299,McQuinn Property Services,Eamonn McQuinn,UNBRANDED_AGENT,N.A.,N.A.,SI_666,Commercial,Price on Application,Price on Application,52.33667991196893,-9.719076959503269,2023-09-11 14:33:22.443000
49,5403522,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.AGRICULTURAL_LAND,"Land at Lackamore, Abbeydorney, Co. Kerry",4335,Ger Carmody Auctioneers,Ger Carmody,UNBRANDED_AGENT,N.A.,N.A.,SI_666,Commercial,Price on Application,Price on Application,52.3317849,-9.6602897,2023-09-08 10:26:44.945000
50,5287150,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.AGRICULTURAL_LAND,"7.25 Acres at Ballymacaquim West, Abbeydorney, Co. Kerry",2690,Dillon Prendiville Auctioneers,Tom Dillon B.SC PV&M Assoc. MIPAV,UNBRANDED_AGENT,N.A.,N.A.,SI_666,Commercial,149000,"€149,000",52.37675362913174,-9.727561880738762,2023-09-04 09:26:15.091000
51,4627591,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.AGRICULTURAL_LAND,"Ballinclogher, Abbeydorney, Co. Kerry",2690,Dillon Prendiville Auctioneers,Tom Dillon B.SC PV&M Assoc. MIPAV,UNBRANDED_AGENT,N.A.,N.A.,SI_666,Commercial,279000,"€279,000",52.38518851223512,-9.688104299871014,2023-09-04 09:26:15.088000
52,3480362,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.AGRICULTURAL_LAND,"Knockbrack, Kilflynn, Co. Kerry",4335,Ger Carmody Auctioneers,Ger Carmody,UNBRANDED_AGENT,N.A.,N.A.,SI_666,Commercial,260000,"€260,000",52.3501409366123,-9.6242725382026,2023-08-23 14:01:31.119000
53,4744446,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.DEVELOPMENT_LAND,"Land At, Killahan, Abbeydorney, Co. Kerry",2692,Sherry FitzGerald Stephenson Crean Property Management & Sales Advisors,Paul Stephenson,BRANDED_AGENT,N.A.,N.A.,N.A.,Commercial,160000,"€160,000",52.381446,-9.697913,2023-09-12 12:12:11.262000
54,5386061,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Coolaneelig, Abbeyfeale, Co. Kerry",10939,Online Estate Agent.ie,Johnathan Jordan,UNBRANDED_AGENT,3 Bath,4 Bed,D2,Buy,Price on Application,Price on Application,52.395358,-9.328932,2023-09-05 08:06:30
55,5379516,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Port, Abbeyfeale, Co. Limerick",1985,DNG Declan Woulfe,Declan Woulfe,UNBRANDED_AGENT,1 Bath,3 Bed,D1,Buy,250000,"€250,000",52.422602,-9.319409,2023-08-15 17:00:06
56,5296044,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Knockmeal, Abbeyfeale, Co. Limerick",2762,Sherry FitzGerald Stack,Paul Stack,BRANDED_AGENT,N.A.,2 Bed,G,Buy,69000,"€69,000",52.38256,-9.368653,2023-09-12 12:03:05
57,4047871,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Foildarrig, Duagh, Co. Kerry",2762,Sherry FitzGerald Stack,Paul Stack,BRANDED_AGENT,2 Bath,3 Bed,G,Buy,330000,"€330,000",52.411952,-9.375565,2023-09-12 12:03:05
58,5386061,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.DETACHED_HOUSE,"Coolaneelig, Abbeyfeale, Co. Kerry",10939,Online Estate Agent.ie,Johnathan Jordan,UNBRANDED_AGENT,3 Bath,4 Bed,D2,Buy,Price on Application,Price on Application,52.395358,-9.328932,2023-09-05 08:06:30
59,5379516,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.DETACHED_HOUSE,"Port, Abbeyfeale, Co. Limerick",1985,DNG Declan Woulfe,Declan Woulfe,UNBRANDED_AGENT,1 Bath,3 Bed,D1,Buy,250000,"€250,000",52.422602,-9.319409,2023-08-15 17:00:06
60,5296044,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.DETACHED_HOUSE,"Knockmeal, Abbeyfeale, Co. Limerick",2762,Sherry FitzGerald Stack,Paul Stack,BRANDED_AGENT,N.A.,2 Bed,G,Buy,69000,"€69,000",52.38256,-9.368653,2023-09-12 12:03:05
61,4047871,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.DETACHED_HOUSE,"Foildarrig, Duagh, Co. Kerry",2762,Sherry FitzGerald Stack,Paul Stack,BRANDED_AGENT,2 Bath,3 Bed,G,Buy,330000,"€330,000",52.411952,-9.375565,2023-09-12 12:03:05
62,5389991,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.BUNGALOW,"Trieneragh, Duagh, Listowel, Co. Kerry",1204,Horgan Properties,Mary Horgan,UNBRANDED_AGENT,3 Bath,3 Bed,N.A.,Buy,Price on Application,Price on Application,52.4147893,-9.3901918,2023-09-11 08:36:08
63,5345916,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.BUNGALOW,"Ballymacjordan, Abbeyfeale, Co. Kerry",1091,Jerry Flynn & Co.,Jerry Flynn & Associates,UNBRANDED_AGENT,2 Bath,4 Bed,C2,Buy,250000,"€250,000",52.391221,-9.317199,2023-08-25 10:59:59
64,5315874,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.BUNGALOW,"Springmount, Duagh, Duagh, Co. Kerry",2690,Dillon Prendiville Auctioneers,Tom Dillon B.SC PV&M Assoc. MIPAV,UNBRANDED_AGENT,1 Bath,3 Bed,C1,Buy,289000,"€289,000",52.415286,-9.38546,2023-09-04 09:25:53
65,4669852,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.BUNGALOW,"Ahane, Knocknagoshel, Tralee, Co. Kerry",1091,Jerry Flynn & Co.,Jerry Flynn & Associates,UNBRANDED_AGENT,1 Bath,2 Bed,SI_666,Buy,65000,"€65,000",52.36191707746946,-9.355152817997663,2023-06-21 08:15:05
66,4669832,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.BUNGALOW,"Ahane, Knocknagoshel, Co. Kerry",1091,Jerry Flynn & Co.,Jerry Flynn & Associates,UNBRANDED_AGENT,1 Bath,2 Bed,SI_666,Buy,65000,"€65,000",52.362253,-9.356003,2023-06-21 08:16:58
67,4726492,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.SITE,"Ballynagraigue, Abbeyfeale, Co. Limerick",1985,DNG Declan Woulfe,Declan Woulfe,UNBRANDED_AGENT,N.A.,N.A.,N.A.,Buy,50000,"€50,000",52.37637518532688,-9.330105802571808,2023-07-04 08:41:00
68,4726486,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.SITE,"Ballynagraigue, Duagh, Co. Kerry",1985,DNG Declan Woulfe,Declan Woulfe,UNBRANDED_AGENT,N.A.,N.A.,N.A.,Buy,50000,"€50,000",52.37611674597528,-9.33308684133604,2023-07-04 08:41:00
69,4029220,Location.ABBEYFEALE_KERRY,SearchType.COMMERCIAL_SALE,PropertyType.AGRICULTURAL_LAND,"Shanbally, Abbeyfeale, Co. Limerick",2762,Sherry FitzGerald Stack,Maurice Stack,BRANDED_AGENT,N.A.,N.A.,N.A.,Commercial,230000,"€230,000",52.381873,-9.318906,2023-09-12 12:10:44.102000
70,5386061,Location.ABBEYFEALE_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Coolaneelig, Abbeyfeale, Co. Kerry",10939,Online Estate Agent.ie,Johnathan Jordan,UNBRANDED_AGENT,3 Bath,4 Bed,D2,Buy,Price on Application,Price on Application,52.395358,-9.328932,2023-09-05 08:06:30
71,5379516,Location.ABBEYFEALE_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Port, Abbeyfeale, Co. Limerick",1985,DNG Declan Woulfe,Declan Woulfe,UNBRANDED_AGENT,1 Bath,3 Bed,D1,Buy,250000,"€250,000",52.422602,-9.319409,2023-08-15 17:00:06
72,5296044,Location.ABBEYFEALE_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Knockmeal, Abbeyfeale, Co. Limerick",2762,Sherry FitzGerald Stack,Paul Stack,BRANDED_AGENT,N.A.,2 Bed,G,Buy,69000,"€69,000",52.38256,-9.368653,2023-09-12 12:03:05
73,4047871,Location.ABBEYFEALE_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Foildarrig, Duagh, Co. Kerry",2762,Sherry FitzGerald Stack,Paul Stack,BRANDED_AGENT,2 Bath,3 Bed,G,Buy,330000,"€330,000",52.411952,-9.375565,2023-09-12 12:03:05
74,5386061,Location.ABBEYFEALE_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.DETACHED_HOUSE,"Coolaneelig, Abbeyfeale, Co. Kerry",10939,Online Estate Agent.ie,Johnathan Jordan,UNBRANDED_AGENT,3 Bath,4 Bed,D2,Buy,Price on Application,Price on Application,52.395358,-9.328932,2023-09-05 08:06:30
75,5379516,Location.ABBEYFEALE_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.DETACHED_HOUSE,"Port, Abbeyfeale, Co. Limerick",1985,DNG Declan Woulfe,Declan Woulfe,UNBRANDED_AGENT,1 Bath,3 Bed,D1,Buy,250000,"€250,000",52.422602,-9.319409,2023-08-15 17:00:06
